Index,Date,Classification,CityCode,ExtractedLocation,Text
5533,2017-10-18,Other,"","Pennsylvania","The spotted lanternfly is a new threat to Pennsylvania's forests and crops. https://t.co/lUsPIjZ8kD"
5534,2017-10-18,Other,"USA.PA.Philadelphia","","RT @SenJudySchwank Watch the Senate and House Spotted Lanternfly Informational Meeting here. https://t.co/4QjeOj4prs"
5535,2017-10-18,Other,"","","Pest Alert - Spotted Lanternfly (Department of Entomology) - https://t.co/0N3h3uFYOF #CitizenScience input PA, NY & environs"
5536,2017-10-18,Other,"","","Watch the Senate and House Spotted Lanternfly Informational Meeting here. https://t.co/4QjeOj4prs"
5537,2017-10-18,Other,"","","RT @NYVITICULTURE New Invasive Pest in PA: Spotted Lanternfly on grapes: https://t.co/jmihmJO7RO"
5538,2017-10-18,Other,"","","RT @NYVITICULTURE New Invasive Pest in PA: Spotted Lanternfly on grapes: https://t.co/jmihmJO7RO"
5539,2017-10-18,Other,"USA.PA.Philadelphia","Pa.","Pa. lawmakers on spotted lanternfly: 'We have an epidemic' https://t.co/UNcZFSfP1G"
5540,2017-10-18,Other,"USA.VA.Fredericksburg","","Meet the spotted lanternfly, the latest tree-killing insect threat"
5541,2017-10-18,Other,"USA.MS.Gulfport","","RT @NYVITICULTURE New Invasive Pest in PA: Spotted Lanternfly on grapes: https://t.co/jmihmJO7RO"
5542,2017-10-18,Other,"USA.NY.New York","","New Invasive Pest in PA: Spotted Lanternfly on grapes: https://t.co/jmihmJO7RO"
5543,2017-10-18,Other,"USA.PA.Allentown","Pa.","Pa. lawmakers on spotted lanternfly: 'We have an epidemic' https://t.co/VWzAyC23VM"
5544,2017-10-18,Other,"","","It case you haven’t heard the Spotted Lantern Fly is in the Eastern Pennsylvania area These two… https://t.co/c0I5A2zZTY"
5545,2017-10-18,Other,"","","https://t.co/CpnqhyJoC9 Please Be On the Lookout for the Spotted Lanternfly https://t.co/MpluTxsODM"
5546,2017-10-18,Other,"USA.PA.State College","","RT @SenElderVogelJr #PASenate Ag Cmte hearing on Spotted Lanternfly. Invasive pest. If U C one, report it! https://t.co/BKxw2cOSQj https://t.co/HlEGAUb3FB https://t.co/JVIkvyXpBr"
5547,2017-10-18,Other,"","","#PASenate Ag Cmte hearing on Spotted Lanternfly. Invasive pest. If U C one, report it! https://t.co/BKxw2cOSQj https://t.co/HlEGAUb3FB https://t.co/JVIkvyXpBr"
5548,2017-10-18,Spread/Sighting,"","","I’m getting gas and there are spotted lantern flies EVERYWHERE. I just stomped on at least 6 and there are so many more. UGH!"
5549,2017-10-18,Other,"","Pa.","RT @BerksCounty Pa. lawmakers on spotted lanternfly: 'We have an epidemic':https://t.co/LXPxahUlvG"
5550,2017-10-18,Other,"","","RT @69NewsBusiness Orchard owner to lawmakers at spotted lanternfly hearing: 'I don't know that next year I'll be in business.' https://t.co/FukYF195ZK https://t.co/gfcn3qVRT4"
5551,2017-10-18,Other,"USA.PA.Allentown","Pennsylvania","#Pennsylvania lawmakers on spotted lanternfly: 'We have an epidemic.' https://t.co/8TXft3fYWN"
5552,2017-10-18,Other,"USA.PA.Allentown","","RT @69NewsBusiness Orchard owner to lawmakers at spotted lanternfly hearing: 'I don't know that next year I'll be in business.' https://t.co/FukYF195ZK https://t.co/gfcn3qVRT4"
5553,2017-10-18,Other,"","","Orchard owner to lawmakers at spotted lanternfly hearing: 'I don't know that next year I'll be in business.' https://t.co/FukYF195ZK https://t.co/gfcn3qVRT4"
5554,2017-10-18,Other,"","Pa.","Pa. lawmakers on spotted lanternfly: 'We have an epidemic':https://t.co/LXPxahUlvG"
5555,2017-10-18,Other,"","","RT @PASenateGOP Today’s #PASenate committee action streamed @ https://t.co/zAbhab5wbs covers PA pension management fees, Spotted Lanternfly problem, LBFC https://t.co/MlqDVJCgOy"
5556,2017-10-18,Other,"","Badbug@pa.gov","RT @RepBloom Spotted Lanternfly is a serious emerging threat to PA agriculture & natural resources. Report sighting to Badbug@pa.gov or call 866-253-7189 https://t.co/5Syxj8l78G"
5557,2017-10-18,Other,"","Badbug@pa.gov","RT @RepBloom Spotted Lanternfly is a serious emerging threat to PA agriculture & natural resources. Report sighting to Badbug@pa.gov or call 866-253-7189 https://t.co/5Syxj8l78G"
5558,2017-10-18,Other,"","Badbug@pa.gov","RT @RepBloom Spotted Lanternfly is a serious emerging threat to PA agriculture & natural resources. Report sighting to Badbug@pa.gov or call 866-253-7189 https://t.co/5Syxj8l78G"
5559,2017-10-18,Other,"","Badbug@pa.gov","RT @RepBloom Spotted Lanternfly is a serious emerging threat to PA agriculture & natural resources. Report sighting to Badbug@pa.gov or call 866-253-7189 https://t.co/5Syxj8l78G"
5560,2017-10-18,Other,"USA.PA.Harrisburg","Badbug@pa.gov","Spotted Lanternfly is a serious emerging threat to PA agriculture & natural resources. Report sighting to Badbug@pa.gov or call 866-253-7189 https://t.co/5Syxj8l78G"
5561,2017-10-18,Other,"USA.PA.Lancaster","PA","Learn more about Spotted Lanternfly in PA at https://t.co/5GfutT4zvp"
5562,2017-10-18,Other,"","","RT @SenElderVogelJr #HappeningNow #PASenate Agriculture Cmte. hearing on the Spotted Lanternfly. Watch live: https://t.co/nyVGoXE1XG"
5563,2017-10-18,Other,"","","Watch the PA Senate hearing on the Spotted Lanternfly NOW on PCN. Everyone must be aware of this… https://t.co/ui48WnZ7zZ"
5564,2017-10-18,Other,"","","#HappeningNow #PASenate Agriculture Cmte. hearing on the Spotted Lanternfly. Watch live: https://t.co/nyVGoXE1XG"
5565,2017-10-18,Other,"USA.PA.State College","","RT @PASenateGOP Today’s #PASenate committee action streamed @ https://t.co/zAbhab5wbs covers PA pension management fees, Spotted Lanternfly problem, LBFC https://t.co/MlqDVJCgOy"
5566,2017-10-18,Other,"","","Today's Spotted Lanternfly Hearing Streaming Now Watch Live: https://t.co/exP4W8m82I https://t.co/Lt1PP1iBnT"
5567,2017-10-18,Other,"","","RT @PASenateGOP Today’s #PASenate committee action streamed @ https://t.co/zAbhab5wbs covers PA pension management fees, Spotted Lanternfly problem, LBFC https://t.co/MlqDVJCgOy"
5568,2017-10-18,Other,"USA.PA.Harrisburg","","Today’s #PASenate committee action streamed @ https://t.co/zAbhab5wbs covers PA pension management fees, Spotted Lanternfly problem, LBFC https://t.co/MlqDVJCgOy"
5569,2017-10-17,Other,"USA.PA.Lancaster","","RT @PASenateGOP #PASenate action to be streamed @ https://t.co/zAbhab5wbs Wed. cover PSERS & SERS pension management fees, & Spotted Lanternfly problem https://t.co/xBKz3xqcEi"
5570,2017-10-17,Other,"USA.PA.Harrisburg","","#PASenate action to be streamed @ https://t.co/zAbhab5wbs Wed. cover PSERS & SERS pension management fees, & Spotted Lanternfly problem https://t.co/xBKz3xqcEi"
5571,2017-10-17,Other,"USA.PA.York","","House, Senate Ag Committees to Discuss Spotted Lanternfly https://t.co/3IUaLv20Gi"
5572,2017-10-17,Other,"","","Does anyone have any solutions for getting rid of spotted lanternflies that won't kill the tree or harm my dog or kids? Help! Thanks!"
5573,2017-10-17,Other,"","","House & Senate Ag Committees to meet re: Spotted Lanternfly Wed, 10/18 @9am Hearing Rm 1 North Office Bldg https://t.co/Kdn9We5W0I https://t.co/msbjXSmppv"
5574,2017-10-17,Other,"","Harrisburg","Schwank to stream spotted lanternfly hearing from Harrisburg:https://t.co/gOKuAnOYl0"
5575,2017-10-17,Other,"","","The grey blotches are Spotted lantern fly egg masses. Will be scraping them off soon. These cold… https://t.co/KjjsK3hUb9"
5576,2017-10-17,Other,"","","Just reading up on invasive lanternflies & their eggs: destroy both & report to @PAAgriculture. https://t.co/PGrrGhQOHw"
5577,2017-10-17,Other,"USA.PA.Philadelphia","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/tQktXkTu54"
5578,2017-10-16,Other,"","","Resident says power-wash solution called Zep, in a hand sprayer, knocks down spotted lantern flies. Kills them dead."
5579,2017-10-16,Other,"","","RT @PottstownNews @GuruofIT says he has one tree on his property, it was 'covered, top to bottom with these spotted lanternflies.'"
5580,2017-10-16,Other,"","","@GuruofIT says he has one tree on his property, it was 'covered, top to bottom with these spotted lanternflies.'"
5581,2017-10-16,Other,"USA.PA.Lancaster","","The spotted lanternfly has made it personal. I write about the pest in my column today. | Reading Eagle - NEWS https://t.co/qqKC0ElDIO"
5582,2017-10-16,Spread/Sighting,"","","RT @LPPatch Spotted Lanternfly Quarantine Expands To Phoenixville https://t.co/CrnvIPNMkK"
5583,2017-10-16,Other,"USA.PA.Lancaster","","Spotted Lanternfly Quarantine Expands To Phoenixville https://t.co/CrnvIPNMkK"
5584,2017-10-16,Other,"","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/F3NQ4n3aL2"
5585,2017-10-16,Other,"","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/9rUVu7uF8x"
5586,2017-10-16,Other,"USA.PA.Lancaster","","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/taR5dv4EFi"
5587,2017-10-16,Other,"","Montgomery County","The uniquely patterned bug can be devastating to the environment. It's continued to spread in Montgomery County. https://t.co/N23CU86biP"
5588,2017-10-16,Other,"USA.PA.Philadelphia","Montgomery County","The uniquely patterned bug can be devastating to the environment. It's continued to spread in Montgomery County. https://t.co/f9rfPnABC1"
5589,2017-10-16,Other,"","Montgomery County","The uniquely patterned bug can be devastating to the environment. It's continued to spread in Montgomery County. https://t.co/eVKbHi7ODi"
5590,2017-10-16,Other,"","Montgomery County https://t.co/KXoyQJWkbX","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/KXoyQJWkbX"
5591,2017-10-16,Other,"","","Spotted Lanternfly Quarantine Expands To Phoenixville https://t.co/GTZIPAq4zq"
5592,2017-10-16,Other,"USA.PA.Philadelphia","","Spotted Lanternfly Quarantine Expands To Phoenixville https://t.co/oEbtAkWOCp"
5593,2017-10-16,Other,"","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/2NJxMn3qAM"
5594,2017-10-16,Other,"USA.PA.Philadelphia","","Spotted Lanternfly Quarantine Expands To Phoenixville https://t.co/bY9faNELhD"
5595,2017-10-16,Other,"USA.MA.Boston","","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/PBxDqmYIQF"
5596,2017-10-16,Other,"USA.PA.Philadelphia","","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/7DB8j8xjw6"
5597,2017-10-16,Other,"USA.PA.Philadelphia","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/DpR0s4iZPK"
5598,2017-10-16,Other,"USA.PA.Philadelphia","Montgomery County","Spotted Lanternfly Quarantine Expands Further Into Montgomery County https://t.co/C0sabTGXBY"
5599,2017-10-16,Other,"","Lancaster County","The spotted lanternfly has made its way from #Berks to the home of @RonSouthwick1 in Lancaster County. https://t.co/cCXSICqrzF https://t.co/kUNGvFikD5"
5600,2017-10-16,Other,"","","Ron Southwick: The spotted lanternfly has made it personal | Reading Eagle - NEWS https://t.co/D6UrqD4Ro9"
5601,2017-10-15,Other,"USA.PA.Philadelphia","","I hate spotted lantern flies!"
5602,2017-10-15,Other,"","","Spotted lanternflies may be pretty, but they can damage trees and plants. https://t.co/dJZVeReYhw Need help? https://t.co/NjgFmHpnqu https://t.co/szsLBRuQMs"
5603,2017-10-14,Spread/Sighting,"","","RT @BugladySuzanne Looking for a new truck and found a spotted lantern fly @agsciences #invasive #insects #pa https://t.co/DKxKU32nII"
5604,2017-10-14,Spread/Sighting,"USA.PA.Allentown","","Looking for a new truck and found a spotted lantern fly @agsciences #invasive #insects #pa https://t.co/DKxKU32nII"
5605,2017-10-14,Other,"","","Lower Salford added to list of towns in which spotted lanternfly has been seen https://t.co/7obN6ZAchD https://t.co/AFucCINsWo"
5606,2017-10-14,Spread/Sighting,"","","Lower Salford added to list of towns in which spotted lanternfly has been seen The township has been added to... https://t.co/ylEIbxrX7E"
5607,2017-10-13,Other,"","","Lower Salford added to list of towns in which spotted lanternfly has been seen https://t.co/u1I1pwEKr1"
5608,2017-10-13,Other,"","","#fox29 #alexholleyfox29 Alex be a spotted lantern fly for halloween! https://t.co/cLfxk37U5S"
5609,2017-10-13,Other,"","","A friend from the Boyertown area sent this to us. Hopefully more predators decrease the Spotted Lantern Fly... https://t.co/DbGv4gjwLl"
5610,2017-10-12,Other,"USA.IL.Chicago","","RT @whatsthatbugcom New post: Spotted Lanternfly https://t.co/gSzvb08VTY"
5611,2017-10-12,Other,"","","New post: Spotted Lanternfly https://t.co/gSzvb08VTY"
5612,2017-10-12,Other,"","","The Morning Call has an article regarding Spotted Lanternfly control. For complete info go to the PDA website on... https://t.co/gfa34PTWpg"
5613,2017-10-12,Other,"","","Meet the spotted lanternfly, the latest tree-killing insect threat https://t.co/C8gmeAAT3M"
5614,2017-10-12,Other,"","","Meet the spotted lanternfly, the latest tree-killing insect threat | https://t.co/t9VPunjQFm"
5615,2017-10-11,Other,"USA.PA.Philadelphia","","RT @FOX29philly Spotted lanternfly invasion: What can you do? https://t.co/g4EQo4VD57 https://t.co/KQMjllYfFJ"
5616,2017-10-11,Other,"USA.PA.Philadelphia","","Spotted lanternfly invasion: What can you do? https://t.co/g4EQo4VD57 https://t.co/KQMjllYfFJ"
5617,2017-10-11,Other,"","New Jersey, New York","New Jersey-New York prepares for possible invasion of tree-destroying bug, the spotted lanternfly:... https://t.co/h9lXSK3sbR"
5618,2017-10-11,Other,"","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5619,2017-10-11,Other,"","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5620,2017-10-11,Other,"","","Spotted lanternflies have invaded eastern PA and are quickly spreading. Bill Paige joins @FOX29philly to discuss. https://t.co/HlS6U1wNAl"
5621,2017-10-11,Other,"","","Meet the spotted lanternfly, the latest tree-killing insect threat - https://t.co/ClQo7Dgfe4"
5622,2017-10-11,Other,"","","Meet the spotted lanternfly, the latest tree-killing insect threat https://t.co/fcnoFTI1FS"
5623,2017-10-11,Other,"","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5624,2017-10-11,Other,"USA.PA.Philadelphia","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5625,2017-10-11,Other,"","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5626,2017-10-11,Other,"USA.PA.Philadelphia","PA","Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/RT7oPX6Lzx"
5627,2017-10-11,Other,"","PA","RT @FOX29philly Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5628,2017-10-11,Other,"USA.PA.Philadelphia","PA","Spotted Lanternfly alert in PA...We're talking about the invasion coming up at 6am. https://t.co/160FFTpQuR"
5629,2017-10-11,Other,"USA.NY.New York","","Well it seems like this #invasivespecies, spotted lanternfly, poses some serious threats to #trees and #forests :-\ https://t.co/x5tDpupKtH"
5630,2017-10-11,Other,"","New Jersey","RT @dendroica Spotted Lanternfly poised for New Jersey invasion https://t.co/8fEtU73ciJ … See also https://t.co/9IczeQCJb8"
5631,2017-10-11,Other,"USA.NY.New York","New Jersey","Spotted Lanternfly poised for New Jersey invasion https://t.co/8fEtU73ciJ … See also https://t.co/9IczeQCJb8"
5632,2017-10-10,Other,"","","Meet the spotted lanternfly, the latest tree-killing insect threat https://t.co/fb3WlqkUP5"
5633,2017-10-10,Other,"","","RT @IR4_Project Another invasive pest. Meet the spotted lanternfly, the latest tree-killing insect threat https://t.co/zkfMGNw7Rx"
5634,2017-10-10,Other,"USA.NY.New York","","Meet the spotted lanternfly, the latest tree-killing insect threat https://t.co/J8e8lvhX5Y via @njdotcom"
5635,2017-10-10,Spread/Sighting,"","Pennsylvania","RT @bmccarthywrites The spotted lanternfly, an invasive insect native to East Asia, has now been spotted in six Pennsylvania counties: https://t.co/WC7ntnMe43"
5636,2017-10-10,Spread/Sighting,"USA.NY.New York","Pennsylvania","The spotted lanternfly, an invasive insect native to East Asia, has now been spotted in six Pennsylvania counties: https://t.co/WC7ntnMe43"
5637,2017-10-10,Other,"","","At least it's looks cool: Meet the spotted lanternfly, the latest tree-killing insect threat. https://t.co/MaiAA4qOeS"
